translation_x,translation_y,translation_z
-1.2277077212367784,0.3653650444234984,-0.006464
-1.232105314354638,0.3617355905467168,-0.006855
-1.2379576959745822,0.3568509739047787,-0.007279
-1.2452057253626054,0.35026536452476265,-0.007738
-1.251387376940372,0.3435575467078795,-0.00828
-1.2569587849015464,0.33627748131569746,-0.008901
-1.2637632680962287,0.326722436510936,-0.009598
-1.2724501565629769,0.31693863706735925,-0.010368
-1.2796409874512582,0.3047878783491935,-0.011191
-1.287729559357171,0.28932198653460617,-0.012049
-1.296805614319604,0.2709975247818388,-0.012957
-1.3078157309142489,0.2505715854379922,-0.01391
-1.3169603758001545,0.22885993079428602,-0.014904
-1.3272761623615779,0.20673797041198938,-0.01588
-1.3380355521529737,0.1801784271021596,-0.016832
-1.3517275675742844,0.15107615463678492,-0.017753
-1.3622024012584362,0.11996530425090057,-0.018663
-1.3747965288304713,0.08992043285059736,-0.019552
-1.386971191759129,0.05388854619855188,-0.020407
-1.4028448765949326,0.01950067596634497,-0.021215
-1.4171804513396116,-0.020072906460734785,-0.021965
-1.4314659964247904,-0.05891560310951327,-0.022648
-1.4461730584735255,-0.10239349814203891,-0.023256
-1.463361312546795,-0.1452539906423258,-0.023781
-1.4795135101735033,-0.19274568545071347,-0.024215
-1.495179024228487,-0.23953665653765377,-0.024551
-1.512569766447868,-0.2899260212413157,-0.024781
-1.5316092668508565,-0.3387800430514858,-0.024899
-1.5529055931931235,-0.3928789958842458,-0.024946
-1.5700403108331078,-0.44758805417297154,-0.024925
-1.5896086026734224,-0.5041951246070866,-0.02484
-1.6085917489928687,-0.564840364762313,-0.024651
-1.6304081445879195,-0.6267298018646024,-0.024357
-1.6504520509180227,-0.6880322662654752,-0.023954
-1.670068381121637,-0.7514661696289604,-0.023451
-1.6898305060916563,-0.8157925167073135,-0.022849
-1.710580308843792,-0.8819971170926078,-0.022148
-1.7307583081368136,-0.9502260978077164,-0.021354
-1.7510333701608358,-1.0166676990410082,-0.020467
-1.7691160651068474,-1.0873152723439183,-0.01949
-1.7912173340705007,-1.1574622859900145,-0.018321
-1.812803587194069,-1.2308845084188302,-0.016971
-1.8331622536425796,-1.3048496636495734,-0.01545
-1.8554955458295619,-1.3790424791359026,-0.013871
-1.877999694739704,-1.4536829580249684,-0.012247
-1.898991749397621,-1.5305540706986402,-0.010595
-1.9212255805759275,-1.6061664112449705,-0.008889
-1.9462229428203677,-1.6836788859949365,-0.00714
-1.967180278639444,-1.7619725808232367,-0.005362
-1.9898607220415134,-1.8422625004172364,-0.003709
-2.0126208159864936,-1.922969779110323,-0.002187
-2.0343645471006355,-2.003294412298132,-0.000799
-2.056776463153263,-2.084710294121747,0.000566
-2.0806232945785954,-2.1662595824526587,0.001892
-2.1047951158538245,-2.2466237975827266,0.003163
-2.1284609290710503,-2.328787988124109,0.004406
-2.1506332726179593,-2.408803393243087,0.005613
-2.174662021961802,-2.4907743116610774,0.006774
-2.199996380139277,-2.573941878672777,0.007913
-2.223153749759396,-2.655270194059389,0.009035
-2.2468793291068208,-2.738096436046604,0.010147
-2.2707047493291546,-2.8202100624784734,0.011242
-2.2935739340937094,-2.9040585830999426,0.012319
-2.3173279343365207,-2.985736824115767,0.013381
-2.341563468268802,-3.0694862620967793,0.014414
-2.3633992403797484,-3.1549696577292394,0.015414
-2.387951832192469,-3.2398140502915034,0.016374
-2.4095716465527737,-3.324680802171427,0.017332
-2.434278120896517,-3.4111185109945072,0.018286
-2.457607013279483,-3.4951074020388884,0.019236
-2.4806781301923233,-3.578479315979857,0.020148
-2.501682798267432,-3.663225701122414,0.021028
-2.524480584496671,-3.7455486454323026,0.02188
-2.547553659431628,-3.829867758512224,0.022752
-2.5692521811601146,-3.9133519185085603,0.02364
-2.5934215832893766,-3.997382270588542,0.02454
-2.614862289480159,-4.08208822312139,0.025447
-2.6380406673091485,-4.165699541268442,0.026358
-2.658031994514231,-4.246472768950744,0.027271
-2.678738145773587,-4.330585284892873,0.028179
-2.6999922594063035,-4.413683837370794,0.029081
-2.721742343226243,-4.496896013088918,0.029975
-2.7451360601884884,-4.581455316586803,0.030862
-2.766204618130647,-4.66394732674674,0.031739
-2.7883488969445933,-4.746428092231611,0.032608
-2.809676434864109,-4.831331035798501,0.033469
-2.8317467001340324,-4.914810231233586,0.034321
-2.8550326781019106,-4.9982628322550955,0.035167
-2.8769264084597497,-5.083360051191747,0.036079
-2.89923971862732,-5.168111278001457,0.037045
-2.920359932929624,-5.252476011113655,0.038056
-2.9445591207611876,-5.337327547232174,0.038954
-2.9653729935139976,-5.421652638081391,0.03973
-2.9885584606239863,-5.505589260868039,0.040371
-3.0103205200297607,-5.591047675288497,0.040884
-3.032919371259942,-5.6762750241604625,0.041271
-3.054201655192331,-5.7614516285313915,0.041534
-3.0781443234119124,-5.844274925605516,0.041699
-3.103041797964424,-5.930429869799768,0.04176
-3.1253506609602577,-6.014323524143285,0.041709
-3.1470603511344937,-6.099861003612351,0.041648
-3.169105165557702,-6.184924259465209,0.041589
-3.1928816573353456,-6.267802438802145,0.041546
-3.215602641730465,-6.353537945059742,0.041434
-3.238031517885748,-6.439281388414068,0.041254
-3.2587965948317645,-6.523375875596374,0.041006
-3.2808738009422513,-6.608582498836267,0.040692
-3.3017738197278548,-6.691728438818935,0.040312
-3.3233108560177285,-6.775224931295858,0.039868
-3.345729016403296,-6.859091709175077,0.039389
-3.3671176914481364,-6.941356158105547,0.038881
-3.3896136939320782,-7.025413420099047,0.038353
-3.4121110674111463,-7.106170136010293,0.037702
-3.435130240106697,-7.188627383719135,0.036956
-3.455334477123511,-7.269973322360081,0.03614
-3.47636662574011,-7.351430143397424,0.035268
-3.497487787145752,-7.431845355394429,0.034363
-3.5201824740183527,-7.512459112057209,0.033448
-3.542768756432813,-7.592697054464778,0.032568
-3.5637246986754127,-7.673259038951508,0.031735
-3.58398652479499,-7.752966795944225,0.030961
-3.6046315039125094,-7.834164397751158,0.030306
-3.6271131285749645,-7.9138267314522945,0.029782
-3.64863875314873,-7.995348673548066,0.029403
-3.669277758865455,-8.075186995486174,0.029145
-3.690599381513897,-8.156964663956767,0.029007
-3.711915872888772,-8.23559907329368,0.028987
-3.7323664059302373,-8.316255823018448,0.029058
-3.754814378528064,-8.396226569262161,0.029224
-3.774811889086162,-8.474027993112614,0.029487
-3.797111352559748,-8.553347465818252,0.029864
-3.8186197590951045,-8.633150029387485,0.030355
-3.8398544929032856,-8.71264335680841,0.030961
-3.859352244240843,-8.791889980504116,0.031684
-3.87846129702943,-8.870717289717932,0.032523
-3.898971663354546,-8.948423906050772,0.033478
-3.919504929864973,-9.027565049174058,0.034558
-3.939972733418218,-9.105093252867157,0.03576
-3.9592173461025464,-9.183462026439873,0.037081
-3.9804141641019415,-9.259027172277515,0.038457
-4.000243148485191,-9.337417171508617,0.039865
-4.019893111051655,-9.414229408286694,0.041283
-4.040037020874692,-9.490534841376437,0.042745
-4.059560477051427,-9.56757354011502,0.044246
-4.078977626770075,-9.644806337025589,0.04578
-4.096907043712967,-9.719002466858178,0.047388
-4.116353381384823,-9.793353798033845,0.049067
-4.136052852629472,-9.868444850477967,0.050812
-4.156271824147373,-9.94338626274983,0.052575
-4.175648048502215,-10.017272235113815,0.054343
-4.194829790095489,-10.091293159727568,0.056104
-4.215907730014928,-10.166169763056985,0.057862
-4.235634483693408,-10.240114533335124,0.059601
-4.255185831882946,-10.313756644286677,0.061303
-4.274246228827992,-10.38821090948879,0.062927
-4.293929968756942,-10.46310170729209,0.064464
-4.312439398839359,-10.535524268216607,0.065907
-4.331914234735611,-10.609156824925227,0.067248
-4.351574949727937,-10.679639615580406,0.068477
-4.369270401803837,-10.751379578316776,0.069585
-4.387594676383676,-10.824455021846099,0.070627
-4.407116042446942,-10.896955171227832,0.071578
-4.42619787711963,-10.969893036287983,0.072417
-4.443798950339746,-11.042350435202172,0.07324
-4.46161220694258,-11.114453887041757,0.074048
-4.4797039475080185,-11.188838023593732,0.074842
-4.498097249992601,-11.260476420658136,0.075624
-4.514237567512735,-11.328814799479206,0.076397
-4.531935396983334,-11.401191454376093,0.077166
-4.550698198813782,-11.470371684989914,0.077848
-4.568543816060045,-11.542611084246163,0.078452
-4.584575015128186,-11.614168143126564,0.078985
-4.602032817157428,-11.684487926315507,0.079435
-4.621232208567484,-11.756908567559082,0.079806
-4.638321504639357,-11.82615880261739,0.080103
-4.657395433852548,-11.896659479785598,0.08031
-4.675206160086354,-11.964803726985467,0.080429
-4.693514867032241,-12.036691179272362,0.080461
-4.711340715002777,-12.107285986734096,0.080404
-4.7293428326096025,-12.178253083838218,0.080275
-4.7465479187549455,-12.249986698250789,0.080088
-4.762627538282852,-12.322026933304818,0.079887
-4.780627705783515,-12.395608501606407,0.079677
-4.799690567598458,-12.46763978954941,0.079464
-4.816431422761789,-12.540068681887893,0.079253
-4.8330625335010176,-12.611664572390747,0.079049
-4.849682328491203,-12.684731713905446,0.078859
-4.866479410224669,-12.757798134224497,0.078677
-4.885929190367063,-12.830370893786112,0.078508
-4.903692125495277,-12.900920681399317,0.078357
-4.9221719307509915,-12.975641087467878,0.078207
-4.939808575112733,-13.048933336304689,0.07806
-4.958220157905415,-13.123982613905246,0.077915
-4.977295359931116,-13.198552663491633,0.077809
-4.994906362102608,-13.273246324069465,0.077744
-5.013371021917784,-13.346126619766013,0.077724
-5.030037655829791,-13.42059961312803,0.077738
-5.050343946282637,-13.49696976402336,0.077783
-5.068537379070617,-13.572452931846755,0.077858
-5.085982917110335,-13.646071039843369,0.077862
-5.102895602654173,-13.721576319694464,0.077814
-5.121168289755061,-13.79799825686236,0.077731
-5.139465562432858,-13.874409209610354,0.07769
-5.159760696860432,-13.949482039747707,0.077686
-5.1786947612730545,-14.027216441650822,0.077715
-5.196091042943359,-14.104395928912558,0.07778
-5.215908185515815,-14.181666980188712,0.077894
-5.232803860182002,-14.258993717229822,0.078065
-5.250717579688562,-14.336420553873847,0.078351
-5.268556683958713,-14.413127489159475,0.078753
-5.286505538855862,-14.48916284882159,0.079273
-5.306574298371696,-14.567769524829473,0.079819
-5.324638559532789,-14.64756567280602,0.080384
-5.343104086906744,-14.72688294077646,0.080959
-5.3623953985349555,-14.807034852908252,0.081537
-5.380973989204068,-14.888320671694984,0.082109
-5.399977044289373,-14.96988033825499,0.082664
-5.419815335063321,-15.052822259212865,0.083194
-5.43996557052097,-15.137553803663799,0.083689
-5.459063786229331,-15.225428616268987,0.084138
-5.4792198319672565,-15.311685824033518,0.084584
-5.499212556736161,-15.399501904491672,0.085026
-5.519515956773003,-15.487640424349756,0.085464
-5.538599443046031,-15.578292738545523,0.085895
-5.560746233620316,-15.669246441047534,0.086319
-5.581073756411843,-15.760686218412056,0.086736
-5.6009428618837,-15.8531839717081,0.087204
-5.62327969202048,-15.948691138295391,0.087712
-5.644497649241694,-16.043068804324157,0.088245
-5.666029805488367,-16.13820039981135,0.088744
-5.6869066024255694,-16.236264676436633,0.089223
-5.708701428348474,-16.333730699793353,0.089698
-5.732121911355867,-16.434476901189555,0.09023
-5.753448432227129,-16.534813470126625,0.090805
-5.778028103920239,-16.638521148615947,0.091407
-5.801433430218446,-16.74255884187778,0.09198
-5.824109032581173,-16.849348415687952,0.092518
-5.84679998865297,-16.956111075639974,0.093018
-5.871098039861593,-17.065961665989352,0.093503
-5.895936742351109,-17.177226720064006,0.093962
-5.919558999525447,-17.292861441611166,0.094389
-5.945120819857467,-17.409585044888793,0.094693
-5.9686947502795,-17.527702650649623,0.094885
-5.9953655981223,-17.646009295500367,0.094972
-6.02259710189081,-17.767499710075942,0.095
-6.0487433780442545,-17.88987814216639,0.094962
-6.0764581979833565,-18.013797337576115,0.094854
-6.103417208144425,-18.13984698166729,0.094621
-6.132658598945136,-18.26903466082662,0.094264
-6.160847694545209,-18.399314509942048,0.093782
-6.189473060794527,-18.52625509917092,0.093293
-6.218739126360404,-18.657438372286276,0.092817
-6.248383404447645,-18.79173738654879,0.092375
-6.277482267440865,-18.925194742375286,0.091892
-6.307944648408618,-19.059382375716854,0.091371
-6.337216202547631,-19.19714871467976,0.090818
-6.369222645592467,-19.336130413856893,0.090278
-6.400624201487809,-19.474910922605936,0.089765
-6.432008386961013,-19.61535849445848,0.089288
-6.462998594747156,-19.756589416336865,0.088798
-6.494544961620051,-19.9008876942479,0.088299
-6.5245415284135255,-20.04668764792566,0.087794
-6.5581368664663,-20.19296431858326,0.087343
-6.5908286775155736,-20.34049869705023,0.086948
-6.6227845524774205,-20.490463927299665,0.086606
-6.65575571389625,-20.640828361800512,0.086279
-6.688712022265577,-20.79311926485363,0.085975
-6.722340632546116,-20.945910920730075,0.085702
-6.756473157979723,-21.10023597125558,0.085468
-6.791782046673131,-21.258478458715615,0.085281
-6.827228694295151,-21.41665109957624,0.085149
-6.859601542549893,-21.575299814773146,0.085093
-6.896431118438915,-21.734871577700012,0.085118
-6.930118222642426,-21.894730020346383,0.085227
-6.96680654126218,-22.058395937719872,0.085425
-7.0011622401918,-22.221702664790747,0.085716
-7.038230105642528,-22.38585958156108,0.086106
-7.072924581273247,-22.55011273696709,0.086531
-7.108966990319546,-22.715957851552663,0.086979
-7.144995453352101,-22.88161868321523,0.087439
-7.18153108550025,-23.050275230717943,0.088005
-7.218395849311973,-23.218668206636842,0.088684
-7.255720806721595,-23.387865367952333,0.089483
-7.2946140206209575,-23.5587399961504,0.09029
-7.331861046197403,-23.730326601765547,0.091092
-7.369164741996292,-23.90457357896918,0.091872
-7.412968004046007,-24.082309935393496,0.092673
-7.451196488488497,-24.257779696165695,0.093489
-7.489250729607409,-24.432334628916053,0.094312
-7.525804481217429,-24.608813335038413,0.095101
-7.564899052702618,-24.78701507094864,0.095842
-7.603416574318142,-24.96598721219627,0.096521
-7.642836916844583,-25.147092656652458,0.09722
-7.682938937071306,-25.326353178193635,0.097942
-7.7233351945964515,-25.509948248668678,0.098689
-7.761504611705339,-25.692042538016008,0.0994
-7.799717849703844,-25.873383719067775,0.100066
-7.840545453794795,-26.06156741350521,0.10068
-7.878234577845731,-26.2435300110158,0.101274
-7.918459824565616,-26.428762765555625,0.101849
-7.956731994468361,-26.61234649402146,0.102402
-7.99670260510489,-26.79949252363339,0.102885
-8.037281307747442,-26.988221870481667,0.103305
-8.077519034656023,-27.175616099953118,0.103673
-8.1192160457685,-27.36225945856254,0.104078
-8.160825565240557,-27.550308004760396,0.104511
-8.20073981328699,-27.738974628271723,0.104966
-8.240059643286537,-27.926793307596597,0.105399
-8.28173457322772,-28.117537564149806,0.105811
-8.322954393422268,-28.30807664058677,0.106203
-8.36418062895686,-28.49693159270491,0.106605
-8.405254197765677,-28.688385889894217,0.107015
-8.446216543904866,-28.88022837854176,0.107432
-8.488848344314352,-29.07520838682307,0.107814
-8.531922883791777,-29.270791194083074,0.108153
-8.572350815081743,-29.46387359835756,0.10844
-8.613133275832714,-29.657012494712475,0.10869
-8.656130883644273,-29.85289625470797,0.108909
-8.697165927080016,-30.04643782956807,0.109104
-8.73765824833537,-30.239986766710892,0.109309
-8.78067867730486,-30.435574732829977,0.109524
-8.821743236647901,-30.630968322861193,0.109752
-8.864305981490858,-30.82621499232907,0.109952
-8.907491772422159,-31.020937287095514,0.110129
-8.95106590123548,-31.217567208571012,0.110288
-8.99360108424996,-31.413893380471542,0.110434
-9.03695358952951,-31.608963190180532,0.110572
-9.080108376161796,-31.806543558993695,0.110706
-9.12371926142469,-32.003607064963546,0.110862
-9.167080253534376,-32.20227987845494,0.111037
-9.2110841287375,-32.40140452467787,0.111228
-9.253678466043603,-32.60016331263959,0.11143
-9.29650380211132,-32.79895788978632,0.111642
-9.339888324868266,-32.99654608670842,0.11186
-9.383264245672773,-33.196185717622406,0.112083
-9.427725160982863,-33.39529235782217,0.112307
-9.472947987605155,-33.59543834425901,0.11253
-9.515553442552642,-33.794869163148114,0.112744
-9.557743935883922,-33.99513367988897,0.112946
-9.602273124461409,-34.195292737102086,0.113134
-9.645346964063833,-34.39652713155391,0.113246
-9.68726967904135,-34.59611137134842,0.113292
-9.72890766743638,-34.79603027817049,0.113281
-9.770022310640037,-34.996138230850406,0.113259
-9.813741347505754,-35.19632386293418,0.113224
-9.857173693563972,-35.39740154036571,0.113179
-9.899353677725063,-35.60015158050485,0.113125
-9.942643672624559,-35.800680689926814,0.113062
-9.98657579428177,-36.00285000139605,0.112991
-10.030315363537746,-36.20493107897566,0.112914
-10.073619133990425,-36.405192984905185,0.11283
-10.117956935167555,-36.608075181015295,0.11274
-10.162264365889682,-36.810133342504386,0.112711
-10.206454263017019,-37.01291963107704,0.112752
-10.248845981266859,-37.213976104835965,0.112876
-10.293320723510414,-37.41714063056482,0.112996
-10.338491762833037,-37.6177101447839,0.113107
-10.383167749740984,-37.819275342472764,0.113203
-10.429198533576066,-38.02373070064166,0.113319
-10.47405140309602,-38.22602007067692,0.113455
-10.520446639687133,-38.42968625325915,0.113614
-10.566819182116545,-38.63333629744812,0.113777
-10.611448842060256,-38.83779390301222,0.11394
-10.657846782287102,-39.04176401086542,0.114103
-10.70335665421031,-39.24856452445255,0.114261
-10.7503799925327,-39.45572145912521,0.114414
-10.796837775657522,-39.66160419808543,0.114558
-10.844130399363445,-39.86774789537527,0.114722
-10.890062213249776,-40.07442472243237,0.11491
-10.93540991281171,-40.27929349398375,0.115125
-10.980997898887898,-40.485733401558264,0.115354
-11.026639458141627,-40.69470955354455,0.11559
-11.072677658635886,-40.90127989678286,0.115828
-11.11863992256583,-41.10968972597101,0.116071
-11.164229244650004,-41.314805985957726,0.116325
-11.209774191589165,-41.52526643041777,0.116595
-11.253794245732957,-41.732160163690686,0.116885
-11.297745043942955,-41.94098409908369,0.1172
-11.342420139071137,-42.148839588444474,0.117545
-11.387437683674294,-42.359614673509874,0.117899
-11.430331619279812,-42.56665920804649,0.118258
-11.478476897094735,-42.778006150960216,0.118617
-11.526693056982866,-42.98938608208465,0.1290565783908686
-11.569433135474231,-43.19929309826615,0.12939524297692417
-11.61442849446184,-43.40798296270276,0.12973393817169546
-11.660357521771132,-43.62214016955292,0.1300726639751825
-11.705827912179519,-43.8330585179033,0.13041142038738532
-11.753013972628745,-44.04412694368865,0.13075020740830384
-11.800408990174638,-44.258314640119714,0.13108902503793812
-11.846946418230075,-44.472828269747396,0.13142787327628813
-11.89098440329835,-44.683254747179014,0.13176675212335387
-11.936776257539506,-44.89207679126435,0.1321056615791354
-11.982378646278136,-45.10442362456074,0.13244460164363264
-12.025719109999596,-45.314277288623614,0.13278357231684562
-12.071531620245175,-45.5258458112431,0.13312257359877436
-12.122225143632859,-45.742949733036866,0.13346160548941882
-12.168070446329612,-45.95886484844238,0.13380066798877902
-12.210955910951586,-46.17319487350246,0.13413976109685496
-12.25827286175212,-46.38652227616644,0.13447888481364664
-12.303763782305843,-46.60262148264,0.13481803913915408
-12.349406008751089,-46.81969814783371,0.13515722407337727
-12.396255146697051,-47.038820487225614,0.13549643961631616
-12.44037624572049,-47.26267752893571,0.13583568576797084
-12.483767528755308,-47.47632602407024,0.13617496252834121
-12.527276652441346,-47.69048355713289,0.13651426989742735
-12.571706326443696,-47.906083077543954,0.13685360787522924
-12.617195891228917,-48.12213206303033,0.13719297646174686
-12.660761746102636,-48.340607513935886,0.13753237565698023
-12.706498950289902,-48.562791840044575,0.13787180546092934
-12.754374232685418,-48.7805273498239,0.13821126587359414
-12.79838698988496,-48.99943691042965,0.13855075689497473
-12.845093698796642,-49.222167962097515,0.13889027852507108
-12.895291959817431,-49.44459865106175,0.13922983076388315
-12.94197249765628,-49.66648252765502,0.13956941361141095
-12.990734572751457,-49.88519017869945,0.1399090270676545
-13.037582545740587,-50.112796606203844,0.14024867113261377
-13.084673532554149,-50.33413733784641,0.14058834580628882
-13.132874210082662,-50.55585048183525,0.1409280510886796
-13.17837352941541,-50.77566856103464,0.14126778697978612
-13.23013631210842,-51.00908417047034,0.14160755347960838
-13.28162642902037,-51.24154127521063,0.1419473505881464
-13.323504099504543,-51.46424552069659,0.14228717830540014
-13.374592389730655,-51.69951200544685,0.14262703663136958
-13.41932861699183,-51.9271817931149,0.1429669255660548
-13.467955736733852,-52.15525500622396,0.1433068451094558
-13.51506561120425,-52.384806879042024,0.1436467952615725
-13.560066202571672,-52.615284547391994,0.14398677602240495
-13.60310549670475,-52.840642320060965,0.14432678739195315
-13.655562398370986,-53.08210085210559,0.14466682937021705
-13.700907891648114,-53.30855398655329,0.14500690195719673
-13.751576294432144,-53.5399854979426,0.14534700515289214
-13.798153209126898,-53.761814882560685,0.14568713895730329
-13.844341422466528,-53.987331718481066,0.1460273033704302
-13.890411842591927,-54.2186489239597,0.14636749839227284
-13.935027772218575,-54.44426401402908,0.1467077240228312
-13.981637233863903,-54.67756932678514,0.1470479802621053
-14.02555749295951,-54.91277491073547,0.14738826711009517
-14.072381944886342,-55.13879841204202,0.1477285845668008
-14.120317975561274,-55.36633016818968,0.14806893263222215
-14.164788442894817,-55.59674577746158,0.14840931130635923
-14.21262444420151,-55.83199619560275,0.14874972058921204
-14.264691186515421,-56.0600901194965,0.1490901604807806
-14.313974660683154,-56.290534338314856,0.1494306309810649
-14.362457638898743,-56.52167003647506,0.14977113209006496
-14.41456752649231,-56.753230636218376,0.15011166380778077
-14.463760017428402,-56.983013266223374,0.1504522261342123
-14.514118481519702,-57.21156010032204,0.15079281906935954
-14.560227440575794,-57.44366847416399,0.15113344261322256
-14.608079373550765,-57.673690452379404,0.15147409676580134
-14.650038384532706,-57.90762148866459,0.15181478152709585
-14.694226841339972,-58.139431688949784,0.15215549689710609
-14.739561697298853,-58.36279467811304,0.15249624287583208
-14.7826489880146,-58.59175180555574,0.1528370194632738
-14.824542394909592,-58.8185595881701,0.15317782665943122
-14.870368261955747,-59.044410675650894,0.15351866446430446
-14.913299177608785,-59.27302707881352,0.1538595328778934
-14.957802917687264,-59.49784085924831,0.15420043190019808
-15.001008746684313,-59.72494085005466,0.15454136153121853
-15.044274395997984,-59.9529212155442,0.1548823217709547
-15.086821660829031,-60.18157176068039,0.15522331261940658
-15.128305487977102,-60.40913044741578,0.15556433407657425
-15.171645592227499,-60.63765548555733,0.15590538614245764
-15.215899235964681,-60.86608372659837,0.15624646881705678
-15.257897448490887,-61.09288634791079,0.15658758210037166
-15.303543785188786,-61.32299390880713,0.1569287259924023
-15.348330832309866,-61.54987202075694,0.15726990049314862
-15.393141067488088,-61.780991756410124,0.15761110560261074
-15.438160007439517,-62.0096254141448,0.1579523413207886
-15.482253614638136,-62.23813846856471,0.15829360764768216
-15.525605045920909,-62.463825807089826,0.1586349045832915
-15.569473094918148,-62.6896329302097,0.15897623212761658
-15.61193085532431,-62.91557934008181,0.15931759028065734
-15.655315336432782,-63.1438264415456,0.1596589790424139
-15.698808722083047,-63.371405111482524,0.16000039841288619
-15.739769085506012,-63.598439939891975,0.16034184839207424
-15.782934836376288,-63.8280775630075,0.160683328979978
-15.8256902590505,-64.05568582263014,0.16102484017659754
-15.867047838881739,-64.28298523564122,0.16136638198193276
-15.908397350132962,-64.50801384420512,0.16170795439598376
-15.950758021268797,-64.73293454196703,0.16204955741875052
-15.995688631395872,-64.96277304809017,0.162391191050233
-16.03785856817465,-65.18892999781313,0.16273285529043122
-16.080676748471937,-65.41654617743247,0.1630745501393452
-16.12501554991917,-65.64369595740968,0.1634162755969749
-16.16903786527164,-65.87358414146324,0.1637580316633203
-16.211739354662598,-66.09932311574443,0.16409981833838153
-16.255628698027472,-66.32515409074207,0.16444163562215844
-16.299477972303993,-66.55544166207166,0.1647834835146511
-16.342742195860197,-66.7835604499299,0.16512536201585953
-16.38388106689744,-67.01116019369715,0.1654672711257837
-16.425284523291168,-67.2396354394741,0.16580921084442357
-16.47075185568788,-67.47282451911974,0.1661511811717792
-16.51366474334159,-67.69987023667738,0.16649318210785058
-16.556070530760902,-67.92913945498572,0.1668352136526377
-16.600040947605326,-68.15559097886491,0.16717727580614056
-16.642291146219044,-68.38498122986148,0.16751936856835917
-16.685332090771265,-68.6146355434476,0.1678614919392935
-16.72938074483629,-68.84616400114237,0.16820364591894357
-16.772960007300266,-69.07653815182154,0.1685458305073094
-16.818194275662847,-69.30666489035482,0.16888804570439098
-16.862680689920662,-69.5360315998976,0.16923029151018829
-16.906707555161375,-69.76413207356131,0.16957256792470135
-16.94953779401517,-69.993740494085,0.16991487494793014
-16.99364791314493,-70.22359878441634,0.17025721257987464
-17.03811733404069,-70.45944623235147,0.17059958082053492
-17.079597849111202,-70.69107374675629,0.17094197966991095
