translation_x,translation_y,frame_numbers
131.78797991902866,-14.99049260246834,frame_000900
132.38679277363485,-15.076233809294298,frame_000904
132.97578584447862,-15.161037684490893,frame_000908
133.5524336957388,-15.250510501018232,frame_000912
134.109479731776,-15.33256972799094,frame_000916
134.65299322082294,-15.410858371786023,frame_000920
135.17789065957896,-15.4891470137792,frame_000924
135.68818495058045,-15.567435672754875,frame_000928
136.18628419171185,-15.643977252787517,frame_000932
136.65943115827218,-15.711081723923044,frame_000936
137.1180733814522,-15.774529012806196,frame_000940
137.5656753859888,-15.836041399127804,frame_000944
137.9944646336626,-15.897553796639274,frame_000948
138.3992433601286,-15.962698644648569,frame_000952
138.7899788612668,-16.029803245226386,frame_000956
139.17441073064057,-16.096907852903637,frame_000960
139.54453455844626,-16.16401247664137,frame_000964
139.90573105878178,-16.230317979082333,frame_000968
140.2605909070712,-16.291830472640758,frame_000972
140.61071419758684,-16.356925750019215,frame_000976
140.95920476119613,-16.424030360655294,frame_000980
141.3140646343574,-16.491134955890264,frame_000984
141.65481320660297,-16.554681588963298,frame_000988
141.98848504398566,-16.616943599210217,frame_000992
142.32855895905115,-16.684048194194567,frame_000996
142.6639620981206,-16.744086475584396,frame_001000
142.9966433250701,-16.80073157815269,frame_001004
143.32932438003542,-16.862244062634378,frame_001008
143.66200556698055,-16.923756557148803,frame_001012
143.99468686644084,-16.984569160227057,frame_001016
144.3273684044458,-17.04048956910883,frame_001020
144.65544455854135,-17.09640997942185,frame_001024
144.9807331184824,-17.1523303895236,frame_001028
145.30602166636234,-17.208250791776695,frame_001032
145.63131022534805,-17.26071244362219,frame_001036
145.9548794098923,-17.31104073136097,frame_001040
146.26538223361365,-17.361369053182145,frame_001044
146.58042473180234,-17.408263410228106,frame_001048
146.89749345241617,-17.453625062339704,frame_001052
147.20799627911603,-17.503953372017662,frame_001056
147.51399208664458,-17.554281682144484,frame_001060
147.81710192967213,-17.604609995009746,frame_001064
148.1202119969382,-17.654938328242313,frame_001068
148.4188478707068,-17.70188233955357,frame_001072
148.71380367273855,-17.746618570106968,frame_001076
149.00212792547623,-17.79135481829373,frame_001080
149.290452209521,-17.832731547885153,frame_001084
149.5780479705044,-17.87187568401485,frame_001088
149.85897907778843,-17.911019801938867,frame_001092
150.13550177650512,-17.950163948512895,frame_001096
150.40973595353452,-17.98930811019981,frame_001100
150.69066715880842,-18.028452230672496,frame_001104
150.96284689351214,-18.064286476046444,frame_001108
151.22899239675277,-18.09833998132333,frame_001112
151.49513762674667,-18.137484113574263,frame_001116
151.75259680644737,-18.17662825590269,frame_001120
152.00458621888023,-18.215772405027305,frame_001124
152.26333856376098,-18.25491655113745,frame_001128
152.5134703923925,-18.294060700716344,frame_001132
152.75803403256333,-18.333204853150743,frame_001136
153.00939346071428,-18.372349009846804,frame_001140
153.25647541722455,-18.411493165994703,frame_001144
153.49987726472895,-18.450637323590897,frame_001148
153.73645080980168,-18.48978150353414,frame_001152
153.97726891271594,-18.528925665375297,frame_001156
154.22017181417658,-18.567667596780968,frame_001160
154.44935250848678,-18.60121968845682,frame_001164
154.68274495690906,-18.63477176107513,frame_001168
154.91832055349568,-18.66794640547778,frame_001172
155.14010797611107,-18.695906360314165,frame_001176
155.370253600119,-18.723866313163423,frame_001180
155.60729331054108,-18.752178868883675,frame_001184
155.85125956751054,-18.78573087791285,frame_001188
156.0993720244598,-18.81928287180283,frame_001192
156.35203126387944,-18.85250705079856,frame_001196
156.62556935936797,-18.88046689017091,frame_001200
156.8991073805249,-18.91153816942414,frame_001204
157.17264532537524,-18.94539308751732,frame_001208
157.44618297269574,-18.98453707666392,frame_001212
157.72788196822094,-19.02059440963169,frame_001216
158.01583784102127,-19.05442445878399,frame_001220
158.2967684855595,-19.093568429585595,frame_001224
158.5736512960693,-19.13271240855209,frame_001228
158.84651908944002,-19.17185639842037,frame_001232
159.10527146086113,-19.21100047582168,frame_001236
159.3278881962529,-19.247107581904707,frame_001240
159.517384130104,-19.28043109512369,frame_001244
159.64306334410313,-19.30839123397341,frame_001248
159.7368847193867,-19.33032702364868,frame_001252
159.80261262504146,-19.34669560070231,frame_001256
159.8469697639924,-19.352287541705817,frame_001260
159.87947860851716,-19.336967605952253,frame_001264
159.9021302639258,-19.301267354955712,frame_001268
159.93909427224585,-19.200609330584044,frame_001272
159.97605822453602,-19.064399983088247,frame_001276
160.01322592528314,-18.894786850475647,frame_001280
160.0575827827574,-18.659918326865597,frame_001284
160.10582337020824,-18.395671748352463,frame_001288
160.1575728977064,-18.103329969435173,frame_001292
160.20932230022845,-17.745435123560657,frame_001296
160.26492276036933,-17.352584309997123,frame_001300
160.32406506646868,-16.926643335456117,frame_001304
160.38320723323338,-16.45131430110813,frame_001308
160.44998599008045,-15.94421516675536,frame_001312
160.52391409458622,-15.40665536405186,frame_001316
160.5978422083364,-14.819484259668148,frame_001320
160.67177022756553,-14.203679314777949,frame_001324
160.74584338992898,-13.560257597520192,frame_001328
160.8345569968489,-12.88361280819026,frame_001332
160.9307761784459,-12.178582260315238,frame_001336
161.03427604834403,-11.445745363543898,frame_001340
161.13777587332396,-10.662850654568327,frame_001344
161.23755594377644,-9.857445803431489,frame_001348
161.33367013528877,-9.029777103372991,frame_001352
161.43717001225136,-8.163000892634809,frame_001356
161.54067004098252,-7.285068846413324,frame_001360
161.6441702222536,-6.39592426414707,frame_001364
161.76240468258848,-5.484489250195379,frame_001368
161.8806908052953,-4.559155507844964,frame_001372
161.99897705847783,-3.619682059718052,frame_001376
162.1172636891261,-2.663565240598143,frame_001380
162.24641486237994,-1.7018368459995692,frame_001384
162.38688033624345,-0.7344029658268891,frame_001388
162.52734610065454,0.244076861137171,frame_001392
162.67140051304176,1.225409411588792,frame_001396
162.81925907582675,2.2096194910274227,frame_001400
162.95984938969767,3.199327715359672,frame_001404
163.10387142657763,4.189129817682183,frame_001408
163.25173042610282,5.178931885829805,frame_001412
163.39235424300236,6.174207311759448,frame_001416
163.53282097927735,7.1669364893096335,frame_001420
163.67328755027148,8.156738458201504,frame_001424
163.80655113549815,9.141091804365328,frame_001428
163.93613488722892,10.120021367745764,frame_001432
164.06181628966297,11.09304696470117,frame_001436
164.18749782989596,12.055224973995047,frame_001440
164.3062644207342,13.011835681299416,frame_001444
164.41716033259686,13.962492814054125,frame_001448
164.52091883122958,14.88615510675838,frame_001452
164.62442207140836,15.795899148087852,frame_001456
164.72792538974542,16.690635220872494,frame_001460
164.83142910540573,17.547752193315407,frame_001464
164.93493265399118,18.385383599664745,frame_001468
165.0384359864959,19.20183018589669,frame_001472
165.1348674166742,19.975481960823327,frame_001476
165.22761875370105,20.72940544920889,frame_001480
165.3163362691934,21.461970506302677,frame_001484
165.3980143432769,22.151939175928856,frame_001488
165.47933880172948,22.82970303564148,frame_001492
165.56066339878282,23.4951628618993,frame_001496
165.64198802495517,24.13412398498917,frame_001500
165.720018979879,24.756675574497628,frame_001504
165.7939504131129,25.36062225002065,frame_001508
165.86788197918946,25.95401906309994,frame_001512
165.94181359428612,26.53691562698612,frame_001516
166.01574526138097,27.107309700453957,frame_001520
166.089677065749,27.66720353093703,frame_001524
166.16360874182718,28.21908836783498,frame_001528
166.2375402408391,28.761521879866145,frame_001532
166.30456386727553,29.29873010774793,frame_001536
166.37749307886494,29.83073781965538,frame_001540
166.45881798312132,30.356395051277037,frame_001544
166.53326735171206,30.876851726814603,frame_001548
166.607199117024,31.389740652735963,frame_001552
166.68113103172905,31.893029474639224,frame_001556
166.75506296269123,32.3963182806108,frame_001560
166.82586510660198,32.894872549436926,frame_001564
166.8924036166699,33.386977076293,frame_001568
166.96575197787283,33.873930700132966,frame_001572
167.03658674334298,34.353415774730244,frame_001576
167.1031252102743,34.82315186714803,frame_001580
167.176440888618,35.287761897887314,frame_001584
167.25037254205293,35.74727061371472,frame_001588
167.3243040047014,36.20023036043259,frame_001592
167.39823551824117,36.64298753864388,frame_001596
167.47216704152964,37.082470250675534,frame_001600
167.54609857180017,37.51865368774332,frame_001604
167.61331866823284,37.949760626317286,frame_001608
167.68285549680536,38.37354785499775,frame_001612
167.75678688035617,38.78736284442184,frame_001616
167.81736130611594,39.1961262112627,frame_001620
167.87947238730118,39.59986269648973,frame_001624
167.94601076043915,39.99690138748345,frame_001628
168.0059035868051,40.38388640984624,frame_001632
168.0650490591277,40.765304118765535,frame_001636
168.12419436313098,41.13997441121738,frame_001640
168.17672684268624,41.50964268584098,frame_001644
168.22847923566354,41.87214010119189,frame_001648
168.28023156614955,42.22444202475997,frame_001652
168.32540378605745,42.571766720300765,frame_001656
168.37263039725272,42.90980137331725,frame_001660
168.42438275357742,43.234142821566905,frame_001664
168.469587804324,43.55848429123191,frame_001668
168.51111276546075,43.87639380307655,frame_001672
168.54807918979432,44.183959021283954,frame_001676
168.58504582095074,44.48166902405574,frame_001680
168.61921070778197,44.77169254276849,frame_001684
168.64878406155347,45.051297298799774,frame_001688
168.6718757779828,45.28187386394572,frame_001692
168.69682492194664,45.48042520211982,frame_001696
168.7263978545851,45.637003863221466,frame_001700
168.73662365310986,45.73992433164506,frame_001704
168.7412811090712,45.81636385489093,frame_001708
168.7412814067661,45.86110065055037,frame_001712
168.7348656848556,45.88642466535503,frame_001716
168.71936346927205,45.90674847316417,frame_001720
168.68979228620296,45.92352506056076,frame_001724
168.62192114856146,45.93064504275965,frame_001728
168.52929918329897,45.94027772028595,frame_001732
168.4036199287106,45.95705487831458,frame_001736
168.23348722258845,45.97383234516364,frame_001740
168.04023181254354,45.994600279798135,frame_001744
167.81844490666666,46.02256230564078,frame_001748
167.55875175076272,46.05530337267708,frame_001752
167.27958299618814,46.08885784023331,frame_001756
166.9764737663778,46.122412417719104,frame_001760
166.6482252191989,46.16072124158434,frame_001764
166.30268441161292,46.199868296243714,frame_001768
165.9330392890992,46.23901550087861,frame_001772
165.53838549633178,46.287621181013535,frame_001776
165.13155067642376,46.33795275303898,frame_001780
164.7101548735544,46.388284416652574,frame_001784
164.2701014890578,46.43861632036494,frame_001788
163.82402084218484,46.4889482622012,frame_001792
163.37305356254907,46.53928019003418,frame_001796
162.91589988909757,46.5849326372227,frame_001800
162.46001358946944,46.63341481853623,frame_001804
162.00904664390606,46.68933895779574,frame_001808
161.5703870858769,46.74060823958852,frame_001812
161.1317649159745,46.79094016882273,frame_001816
160.68819055858458,46.84127209375419,frame_001820
160.26297932250222,46.89623395178192,frame_001824
159.84158388747122,46.952157892305706,frame_001828
159.42018806685462,47.00808172817165,frame_001832
159.01096881803937,47.06400557413533,frame_001836
158.6019838069017,47.11992942037341,frame_001840
158.18798101847457,47.1758532626197,frame_001844
157.78003366400088,47.23177709784595,frame_001848
157.37342376081105,47.28592900111024,frame_001852
156.96681357303046,47.33626062240773,frame_001856
156.56020369580125,47.39114788399507,frame_001860
156.15590358886914,47.4453246264888,frame_001864
155.75668669512962,47.49565633140645,frame_001868
155.3574694048885,47.54598792265225,frame_001872
154.9628058907105,47.59631947710863,frame_001876
154.57837452651276,47.646651008734565,frame_001880
154.1879860470184,47.69247661229779,frame_001884
153.79840565014806,47.73721601844028,frame_001888
153.4139739612237,47.78195536491081,frame_001892
153.0354665970924,47.822213602669386,frame_001896
152.6562166292217,47.863033528777,frame_001900
152.2717848954861,47.90777287309679,frame_001904
151.89324458000164,47.95251219606455,frame_001908
151.5183843174293,47.99560363259338,frame_001912
151.1487384061804,48.03475078621988,frame_001916
150.7790927127262,48.07832952344132,frame_001920
150.40944697480978,48.12144578445573,frame_001924
150.03980098867976,48.16059292475313,frame_001928
149.67015513183597,48.20414681496008,frame_001932
149.30262221551448,48.24888609493156,frame_001936
148.9403692210866,48.29362532331245,frame_001940
148.57232314420787,48.3339826673319,frame_001944
148.20683748160172,48.374703256977206,frame_001948
147.8519776131623,48.419442514300165,frame_001952
147.49135750968594,48.464181802820846,frame_001956
147.12910461078494,48.507372443330446,frame_001960
146.7668515418584,48.546519565601045,frame_001964
146.4045984398319,48.58566668038534,frame_001968
146.04435994419825,48.62633763470421,frame_001972
145.68950000481806,48.67107689201119,frame_001976
145.32894526501414,48.71150864755019,frame_001980
144.9686738827685,48.75065575041787,frame_001984
144.613813592548,48.78980279503399,frame_001988
144.25895333398176,48.82466717970241,frame_001992
143.90604199962024,48.8582221105077,frame_001996
143.55857450823893,48.891776967019375,frame_002000
143.21673634130366,48.92958976059212,frame_002004
142.87666209310282,48.96583796560044,frame_002008
142.53658762534715,48.99380070878074,frame_002012
142.20210925452403,49.02599643440029,frame_002016
141.86754416415172,49.05955119075621,frame_002020
141.52746950346878,49.093105980049614,frame_002024
141.2040853618625,49.13086899489791,frame_002028
140.88248855896532,49.167216258059696,frame_002032
140.54980687618928,49.19517891606593,frame_002036
140.2281865218471,49.23150842098341,frame_002040
139.9102907775129,49.26928024080841,frame_002044
139.59239509569304,49.30283496978498,frame_002048
139.27999722665513,49.33223101101856,frame_002052
138.96949439412498,49.36019356032061,frame_002056
138.65899145469697,49.38815607324006,frame_002060
138.35941858127703,49.42025234300316,frame_002064
138.06370151481383,49.45380688022599,frame_002068
137.76798465989307,49.48736149486163,frame_002072
137.483131985946,49.51269786224491,frame_002076
137.2056393632115,49.53766914380401,frame_002080
136.93949393181873,49.57122347186661,frame_002084
136.68954699750623,49.596609291124615,frame_002088
136.44895365916366,49.618979280425904,frame_002092
136.21977282184906,49.64134914194213,frame_002096
136.0066920402535,49.65965950499726,frame_002100
135.7996901034698,49.67768811994596,frame_002104
135.5926882958428,49.70005793335184,frame_002108
135.40168805466232,49.71839301689565,frame_002112
135.21848595228929,49.73517053780533,frame_002116
135.04105568451607,49.751947992146896,frame_002120
134.8795285576996,49.76471550841042,frame_002124
134.7338062768171,49.774699273966135,frame_002128
134.62291241223878,49.78029210630941,frame_002132
134.53835980488125,49.77791471888965,frame_002136
134.46909659237207,49.772322975150175,frame_002140
134.41734575963366,49.76673106781015,frame_002144
134.38653674547555,49.7611389808332,frame_002148
134.36588009560847,49.75554681903752,frame_002152
134.3510938411369,49.7499546541812,frame_002156
134.3467128627477,49.73649161278548,frame_002160
134.34820217983915,49.72084200916019,frame_002164
134.35559474089158,49.70965760580184,frame_002168
134.35781725508156,49.69847317951149,frame_002172
134.36073081280043,49.68728875107142,frame_002176
134.37551644673147,49.676104354045385,frame_002180
134.3800277478193,49.64937688285053,frame_002184
134.38002731852575,49.61259211768344,frame_002188
134.38002680859162,49.56226293256644,frame_002192
134.37492209393173,49.50421188391943,frame_002196
134.36752878057544,49.43743603095575,frame_002200
134.36013537113396,49.34796212565045,frame_002204
134.34767043891688,49.24697976720308,frame_002208
134.33424271052917,49.13661874553271,frame_002212
134.32684915569465,49.008000005756976,frame_002216
134.30937819726014,48.864135923116784,frame_002220
134.2871987307055,48.70813433338005,frame_002224
134.26501881666226,48.52918649364424,frame_002228
134.24283891747675,48.33887901541366,frame_002232
134.22065902083892,48.13924249001058,frame_002236
134.19847910279796,47.92114985615215,frame_002240
134.17629914664778,47.69177198188367,frame_002244
134.15411914323607,47.4540431290177,frame_002248
134.13193900007528,47.20239772796812,frame_002252
134.10975868682772,46.9358045236742,frame_002256
134.0863508045654,46.658076675620016,frame_002260
134.05677738908815,46.361694279770425,frame_002264
134.0272038656932,46.05046332568399,frame_002268
133.99763031599016,45.72990508033573,frame_002272
133.96805691335385,45.39996998527408,frame_002276
133.938483332,45.0626601772875,frame_002280
133.90774777156005,44.71802530451475,frame_002284
133.87078112484292,44.354537434276224,frame_002288
133.83381457649045,43.98006203796669,frame_002292
133.79571899337554,43.59808974952306,frame_002296
133.7513595564632,43.206641357398816,frame_002300
133.70700003727225,42.800642086093454,frame_002304
133.6615441531163,42.38350816899675,frame_002308
133.609791452289,41.9473227449334,frame_002312
133.55326241958682,41.50029862621667,frame_002316
133.4951802779958,41.04411908685557,frame_002320
133.44342730104563,40.568788715340204,frame_002324
133.3869307054035,40.0862821394936,frame_002328
133.32881543864593,39.59742861171062,frame_002332
133.2770625732972,39.09413763701949,frame_002336
133.22059892480766,38.58015678664692,frame_002340
133.16145308603254,38.05933461904577,frame_002344
133.10230712626463,37.533675102724295,frame_002348
133.04783920283438,36.99740010652556,frame_002352
132.99415604471582,36.45423417747888,frame_002356
132.92761718507182,35.90620616754568,frame_002360
132.86107834871802,35.35115078418575,frame_002364
132.79547185497194,34.79123329147637,frame_002368
132.73632607206918,34.22642886332161,frame_002372
132.67256789361585,33.66162443070584,frame_002376
132.60512963297,33.09545917310188,frame_002380
132.53119791305565,32.51947047952768,frame_002384
132.46184591056567,31.94348177764357,frame_002388
132.39444059288957,31.36618186000664,frame_002392
132.3205089760801,30.779008880572345,frame_002396
132.24657736058558,30.191835879920102,frame_002400
132.1743136396423,29.60592445770377,frame_002404
132.11516818397675,29.029935666974207,frame_002408
132.04699466768685,28.464190240495192,frame_002412
131.97466554440442,27.907401775387235,frame_002416
131.91552025682256,27.37055781889895,frame_002420
131.860856218133,26.870999977744876,frame_002424
131.81064067444606,26.40554947167079,frame_002428
131.77367480530177,26.02528497332273,frame_002432
131.7456059273608,25.69212826642908,frame_002436
131.72416177058977,25.399055531044745,frame_002440
131.7093751303844,25.18655473456941,frame_002444
131.6945889212394,25.02415455526604,frame_002448
131.67628925331925,24.89978832335724,frame_002452
131.62453869085877,24.815906618267288,frame_002456
