translation_x,translation_y,translation_z,frame_numbers
0.000000,0.111060,-0.002603,frame_000059
0.000000,0.111060,-0.003112,frame_000060
0.000000,0.111060,-0.003585,frame_000061
0.000000,0.111060,-0.004025,frame_000062
0.000000,0.111060,-0.004464,frame_000063
0.000000,0.111060,-0.004901,frame_000064
0.000000,0.111060,-0.005333,frame_000065
0.000000,0.111060,-0.005730,frame_000066
0.000000,0.111060,-0.006104,frame_000067
0.000000,0.111060,-0.006464,frame_000068
0.000000,0.111060,-0.006855,frame_000069
0.000000,0.111060,-0.007279,frame_000070
0.000000,0.111060,-0.007738,frame_000071
0.000000,0.111060,-0.008280,frame_000072
0.000000,0.111060,-0.008901,frame_000073
0.000000,0.111060,-0.009598,frame_000074
0.000000,0.111060,-0.010368,frame_000075
0.000000,0.111060,-0.011191,frame_000076
0.000000,0.111060,-0.012049,frame_000077
0.000000,0.111060,-0.012957,frame_000078
0.000000,0.111060,-0.013910,frame_000079
0.000000,0.111060,-0.014904,frame_000080
0.000000,0.111060,-0.015880,frame_000081
0.000000,0.111060,-0.016832,frame_000082
0.000000,0.111060,-0.017753,frame_000083
0.000000,0.111060,-0.018663,frame_000084
0.000000,0.111060,-0.019552,frame_000085
0.000000,0.111060,-0.020407,frame_000086
0.000000,0.111060,-0.021215,frame_000087
0.000000,0.111060,-0.021965,frame_000088
0.000000,0.111060,-0.022648,frame_000089
0.000000,0.111060,-0.023256,frame_000090
0.000000,0.111060,-0.023781,frame_000091
0.000000,0.111060,-0.024215,frame_000092
0.000000,0.111060,-0.024551,frame_000093
0.000000,0.111060,-0.024781,frame_000094
0.000000,0.111060,-0.024899,frame_000095
0.000000,0.111060,-0.024946,frame_000096
0.000000,0.111060,-0.024925,frame_000097
0.000000,0.111060,-0.024840,frame_000098
0.000373,0.111060,-0.024651,frame_000099
0.001041,0.111060,-0.024357,frame_000100
0.001930,0.111060,-0.023954,frame_000101
0.002969,0.111060,-0.023451,frame_000102
0.004088,0.111060,-0.022849,frame_000103
0.005224,0.111060,-0.022148,frame_000104
0.005941,0.111060,-0.021354,frame_000105
0.006259,0.111060,-0.020467,frame_000106
0.006196,0.111060,-0.019490,frame_000107
0.005771,0.111060,-0.018321,frame_000108
0.005004,0.111060,-0.016971,frame_000109
0.003913,0.111060,-0.015450,frame_000110
0.002518,0.111060,-0.013871,frame_000111
0.000837,0.111060,-0.012247,frame_000112
-0.001110,0.111060,-0.010595,frame_000113
-0.004051,0.111060,-0.008889,frame_000114
-0.007810,0.111060,-0.007140,frame_000115
-0.012220,0.111060,-0.005362,frame_000116
-0.016374,0.111060,-0.003709,frame_000117
-0.020270,0.111060,-0.002187,frame_000118
-0.023910,0.111060,-0.000799,frame_000119
-0.027292,0.111060,0.000566,frame_000120
-0.030418,0.111060,0.001892,frame_000121
-0.033287,0.111060,0.003163,frame_000122
-0.035899,0.111060,0.004406,frame_000123
-0.038254,0.111060,0.005613,frame_000124
-0.040352,0.111060,0.006774,frame_000125
-0.042193,0.111060,0.007913,frame_000126
-0.043777,0.111060,0.009035,frame_000127
-0.045105,0.111060,0.010147,frame_000128
-0.046175,0.111060,0.011242,frame_000129
-0.046989,0.111060,0.012319,frame_000130
-0.047545,0.111060,0.013381,frame_000131
-0.047845,0.111060,0.014414,frame_000132
-0.047888,0.111060,0.015414,frame_000133
-0.047674,0.111060,0.016374,frame_000134
-0.047203,0.111060,0.017332,frame_000135
-0.046475,0.111060,0.018286,frame_000136
-0.045490,0.111060,0.019236,frame_000137
-0.043502,0.111060,0.020148,frame_000138
-0.040667,0.111060,0.021028,frame_000139
-0.037134,0.111060,0.021880,frame_000140
-0.033790,0.111060,0.022752,frame_000141
-0.030618,0.111060,0.023640,frame_000142
-0.027598,0.111060,0.024540,frame_000143
-0.024712,0.111060,0.025447,frame_000144
-0.021939,0.111060,0.026358,frame_000145
-0.019262,0.111060,0.027271,frame_000146
-0.016661,0.111060,0.028179,frame_000147
-0.014117,0.111060,0.029081,frame_000148
-0.011611,0.111060,0.029975,frame_000149
-0.009578,0.111060,0.030862,frame_000150
-0.008083,0.111060,0.031739,frame_000151
-0.007194,0.111060,0.032608,frame_000152
-0.006982,0.111060,0.033469,frame_000153
-0.007523,0.111060,0.034321,frame_000154
-0.008893,0.111060,0.035167,frame_000155
-0.011466,0.111060,0.036079,frame_000156
-0.015086,0.111060,0.037045,frame_000157
-0.019604,0.111060,0.038056,frame_000158
-0.024132,0.111060,0.038954,frame_000159
-0.028689,0.111060,0.039730,frame_000160
-0.033293,0.111060,0.040371,frame_000161
-0.037964,0.111060,0.040884,frame_000162
-0.042720,0.111060,0.041271,frame_000163
-0.047581,0.111060,0.041534,frame_000164
-0.051658,0.111060,0.041699,frame_000165
-0.054802,0.111060,0.041760,frame_000166
-0.056857,0.111060,0.041709,frame_000167
-0.058570,0.111060,0.041648,frame_000168
-0.059940,0.111060,0.041589,frame_000169
-0.060967,0.111060,0.041546,frame_000170
-0.061652,0.111060,0.041434,frame_000171
-0.061995,0.111060,0.041254,frame_000172
-0.061995,0.111060,0.041006,frame_000173
-0.061652,0.111060,0.040692,frame_000174
-0.060967,0.111060,0.040312,frame_000175
-0.059940,0.111060,0.039868,frame_000176
-0.058570,0.111060,0.039389,frame_000177
-0.056857,0.111060,0.038881,frame_000178
-0.054802,0.111060,0.038353,frame_000179
-0.052404,0.111060,0.037702,frame_000180
-0.049663,0.111060,0.036956,frame_000181
-0.046580,0.111060,0.036140,frame_000182
-0.043155,0.111060,0.035268,frame_000183
-0.039387,0.111060,0.034363,frame_000184
-0.035276,0.111060,0.033448,frame_000185
-0.030077,0.111060,0.032568,frame_000186
-0.023945,0.111060,0.031735,frame_000187
-0.017029,0.111060,0.030961,frame_000188
-0.011125,0.111060,0.030306,frame_000189
-0.006383,0.111060,0.029782,frame_000190
-0.002957,0.111060,0.029403,frame_000191
-0.000103,0.111060,0.029145,frame_000192
0.002181,0.111060,0.029007,frame_000193
0.003894,0.111060,0.028987,frame_000194
0.005035,0.111060,0.029058,frame_000195
0.005606,0.111060,0.029224,frame_000196
0.005606,0.111060,0.029487,frame_000197
0.005035,0.111060,0.029864,frame_000198
0.003894,0.111060,0.030355,frame_000199
0.002181,0.111060,0.030961,frame_000200
-0.000103,0.111060,0.031684,frame_000201
-0.002957,0.111060,0.032523,frame_000202
-0.006383,0.111060,0.033478,frame_000203
-0.010379,0.111060,0.034558,frame_000204
-0.014946,0.111060,0.035760,frame_000205
-0.020085,0.111060,0.037081,frame_000206
-0.024886,0.111060,0.038457,frame_000207
-0.029182,0.111060,0.039865,frame_000208
-0.032799,0.111060,0.041283,frame_000209
-0.036464,0.111060,0.042745,frame_000210
-0.040157,0.111060,0.044246,frame_000211
-0.043860,0.111060,0.045780,frame_000212
-0.047553,0.111060,0.047388,frame_000213
-0.051218,0.111060,0.049067,frame_000214
-0.054835,0.111060,0.050812,frame_000215
-0.058385,0.111060,0.052575,frame_000216
-0.061850,0.111060,0.054343,frame_000217
-0.065210,0.111060,0.056104,frame_000218
-0.068446,0.111060,0.057862,frame_000219
-0.071540,0.111060,0.059601,frame_000220
-0.074472,0.111060,0.061303,frame_000221
-0.077223,0.111060,0.062927,frame_000222
-0.079774,0.111060,0.064464,frame_000223
-0.082107,0.111060,0.065907,frame_000224
-0.084201,0.111060,0.067248,frame_000225
-0.086039,0.111060,0.068477,frame_000226
-0.087601,0.111060,0.069585,frame_000227
-0.088868,0.111060,0.070627,frame_000228
-0.089821,0.111060,0.071578,frame_000229
-0.090440,0.111060,0.072417,frame_000230
-0.090708,0.111060,0.073240,frame_000231
-0.090605,0.111060,0.074048,frame_000232
-0.090111,0.111060,0.074842,frame_000233
-0.089208,0.111060,0.075624,frame_000234
-0.087878,0.111060,0.076397,frame_000235
-0.086099,0.111060,0.077166,frame_000236
-0.085012,0.111060,0.077848,frame_000237
-0.084711,0.111060,0.078452,frame_000238
-0.085304,0.111060,0.078985,frame_000239
-0.085996,0.111060,0.079435,frame_000240
-0.086742,0.111060,0.079806,frame_000241
-0.087500,0.111060,0.080103,frame_000242
-0.088226,0.111060,0.080310,frame_000243
-0.088884,0.111060,0.080429,frame_000244
-0.089434,0.111060,0.080461,frame_000245
-0.088849,0.111060,0.080404,frame_000246
-0.087302,0.111060,0.080275,frame_000247
-0.084961,0.111060,0.080088,frame_000248
-0.082921,0.111060,0.079887,frame_000249
-0.081143,0.111060,0.079677,frame_000250
-0.079589,0.111060,0.079464,frame_000251
-0.078224,0.111060,0.079253,frame_000252
-0.077014,0.111060,0.079049,frame_000253
-0.075926,0.111060,0.078859,frame_000254
-0.074930,0.111060,0.078677,frame_000255
-0.073996,0.111060,0.078508,frame_000256
-0.073095,0.111060,0.078357,frame_000257
-0.072203,0.111060,0.078207,frame_000258
-0.071295,0.111060,0.078060,frame_000259
-0.070347,0.111060,0.077915,frame_000260
-0.069151,0.111060,0.077809,frame_000261
-0.067728,0.111060,0.077744,frame_000262
-0.066094,0.111060,0.077724,frame_000263
-0.064271,0.110074,0.077738,frame_000264
-0.062276,0.108307,0.077783,frame_000265
-0.060129,0.105957,0.077858,frame_000266
-0.057849,0.104198,0.077862,frame_000267
-0.055455,0.103005,0.077814,frame_000268
-0.052965,0.102352,0.077731,frame_000269
-0.050400,0.103202,0.077690,frame_000270
-0.047777,0.105322,0.077686,frame_000271
-0.045116,0.108492,0.077715,frame_000272
-0.042437,0.111511,0.077780,frame_000273
-0.039757,0.114378,0.077894,frame_000274
-0.037096,0.117095,0.078065,frame_000275
-0.034473,0.118675,0.078351,frame_000276
-0.031908,0.119323,0.078753,frame_000277
-0.029418,0.119237,0.079273,frame_000278
-0.027024,0.119591,0.079819,frame_000279
-0.024744,0.120359,0.080384,frame_000280
-0.022597,0.121518,0.080959,frame_000281
-0.020602,0.123042,0.081537,frame_000282
-0.018779,0.124905,0.082109,frame_000283
-0.017146,0.127083,0.082664,frame_000284
-0.015722,0.129550,0.083194,frame_000285
-0.014526,0.132281,0.083689,frame_000286
-0.013578,0.135251,0.084138,frame_000287
-0.012594,0.138435,0.084584,frame_000288
-0.011537,0.141807,0.085026,frame_000289
-0.010367,0.145343,0.085464,frame_000290
-0.009044,0.149018,0.085895,frame_000291
-0.007524,0.152805,0.086319,frame_000292
-0.005762,0.156681,0.086736,frame_000293
-0.003710,0.160620,0.087204,frame_000294
-0.001318,0.164596,0.087712,frame_000295
0.001465,0.168585,0.088245,frame_000296
0.003483,0.172561,0.088744,frame_000297
0.004569,0.176500,0.089223,frame_000298
0.004546,0.180375,0.089698,frame_000299
0.004370,0.184163,0.090230,frame_000300
0.004063,0.187837,0.090805,frame_000301
0.003650,0.191373,0.091407,frame_000302
0.003157,0.194746,0.091980,frame_000303
0.002612,0.197930,0.092518,frame_000304
0.002044,0.200900,0.093018,frame_000305
0.001484,0.203631,0.093503,frame_000306
0.000965,0.206098,0.093962,frame_000307
0.000521,0.208276,0.094389,frame_000308
0.000186,0.210139,0.094693,frame_000309
0.000000,0.211662,0.094885,frame_000310
0.000000,0.212821,0.094972,frame_000311
0.000000,0.213590,0.095000,frame_000312
0.000000,0.213944,0.094962,frame_000313
0.000000,0.213858,0.094854,frame_000314
0.000186,0.214506,0.094621,frame_000315
0.000521,0.216086,0.094264,frame_000316
0.000965,0.218802,0.093782,frame_000317
0.001484,0.221670,0.093293,frame_000318
0.002044,0.224689,0.092817,frame_000319
0.002612,0.227858,0.092375,frame_000320
0.003157,0.229979,0.091892,frame_000321
0.003650,0.230829,0.091371,frame_000322
0.004063,0.230176,0.090818,frame_000323
0.004370,0.228983,0.090278,frame_000324
0.004546,0.227224,0.089765,frame_000325
0.004569,0.224873,0.089288,frame_000326
0.004229,0.223107,0.088798,frame_000327
0.003548,0.222120,0.088299,frame_000328
0.002543,0.222120,0.087794,frame_000329
0.001233,0.222120,0.087343,frame_000330
-0.000362,0.222120,0.086948,frame_000331
-0.002223,0.222120,0.086606,frame_000332
-0.004332,0.222120,0.086279,frame_000333
-0.006669,0.222120,0.085975,frame_000334
-0.009216,0.222120,0.085702,frame_000335
-0.011953,0.222120,0.085468,frame_000336
-0.014861,0.222120,0.085281,frame_000337
-0.017921,0.222120,0.085149,frame_000338
-0.021115,0.222120,0.085093,frame_000339
-0.024423,0.222120,0.085118,frame_000340
-0.027826,0.222120,0.085227,frame_000341
-0.031305,0.222120,0.085425,frame_000342
-0.034841,0.222120,0.085716,frame_000343
-0.038415,0.222120,0.086106,frame_000344
-0.042008,0.222120,0.086531,frame_000345
-0.045602,0.222120,0.086979,frame_000346
-0.049176,0.222120,0.087439,frame_000347
-0.052712,0.222120,0.088005,frame_000348
-0.056191,0.222120,0.088684,frame_000349
-0.059594,0.222120,0.089483,frame_000350
-0.062902,0.222120,0.090290,frame_000351
-0.066095,0.222120,0.091092,frame_000352
-0.069156,0.222120,0.091872,frame_000353
-0.072064,0.222120,0.092673,frame_000354
-0.074801,0.222120,0.093489,frame_000355
-0.077347,0.222120,0.094312,frame_000356
-0.079685,0.222120,0.095101,frame_000357
-0.081794,0.222120,0.095842,frame_000358
-0.083655,0.222120,0.096521,frame_000359
-0.085250,0.222120,0.097220,frame_000360
-0.086560,0.222120,0.097942,frame_000361
-0.087565,0.222120,0.098689,frame_000362
-0.088246,0.222120,0.099400,frame_000363
-0.088585,0.222120,0.100066,frame_000364
-0.088563,0.222120,0.100680,frame_000365
-0.088387,0.222120,0.101274,frame_000366
-0.088080,0.222120,0.101849,frame_000367
-0.087667,0.222120,0.102402,frame_000368
-0.087174,0.222120,0.102885,frame_000369
-0.086629,0.222120,0.103305,frame_000370
-0.086061,0.222120,0.103673,frame_000371
-0.085501,0.222120,0.104078,frame_000372
-0.084982,0.222120,0.104511,frame_000373
-0.084538,0.222120,0.104966,frame_000374
-0.084203,0.222120,0.105399,frame_000375
-0.084017,0.222120,0.105811,frame_000376
-0.084017,0.222120,0.106203,frame_000377
-0.084390,0.222120,0.106605,frame_000378
-0.085058,0.222120,0.107015,frame_000379
-0.085947,0.222120,0.107432,frame_000380
-0.086986,0.222120,0.107814,frame_000381
-0.088105,0.222120,0.108153,frame_000382
-0.089241,0.222120,0.108440,frame_000383
-0.089958,0.222120,0.108690,frame_000384
-0.090276,0.222120,0.108909,frame_000385
-0.090213,0.222120,0.109104,frame_000386
-0.089788,0.222120,0.109309,frame_000387
-0.089021,0.222120,0.109524,frame_000388
-0.087930,0.222120,0.109752,frame_000389
-0.086535,0.222120,0.109952,frame_000390
-0.084854,0.222120,0.110129,frame_000391
-0.082907,0.222120,0.110288,frame_000392
-0.080712,0.222120,0.110434,frame_000393
-0.078289,0.222120,0.110572,frame_000394
-0.075657,0.222120,0.110706,frame_000395
-0.072835,0.222120,0.110862,frame_000396
-0.069841,0.222120,0.111037,frame_000397
-0.066695,0.222120,0.111228,frame_000398
-0.063416,0.222120,0.111430,frame_000399
-0.060022,0.222120,0.111642,frame_000400
-0.056534,0.222120,0.111860,frame_000401
-0.052969,0.222120,0.112083,frame_000402
-0.049347,0.222120,0.112307,frame_000403
-0.045687,0.222120,0.112530,frame_000404
-0.042008,0.222120,0.112744,frame_000405
-0.038330,0.222120,0.112946,frame_000406
-0.034670,0.222120,0.113134,frame_000407
-0.031048,0.222120,0.113246,frame_000408
-0.027483,0.222120,0.113292,frame_000409
-0.023995,0.222120,0.113281,frame_000410
-0.020601,0.222120,0.113259,frame_000411
-0.017322,0.222120,0.113224,frame_000412
-0.014176,0.222120,0.113179,frame_000413
-0.011182,0.222120,0.113125,frame_000414
-0.008360,0.222120,0.113062,frame_000415
-0.005727,0.222120,0.112991,frame_000416
-0.003305,0.222120,0.112914,frame_000417
-0.001110,0.222120,0.112830,frame_000418
0.000837,0.222120,0.112740,frame_000419
0.002518,0.222120,0.112711,frame_000420
0.003913,0.222120,0.112752,frame_000421
0.005004,0.222120,0.112876,frame_000422
0.005771,0.222120,0.112996,frame_000423
0.006196,0.222120,0.113107,frame_000424
0.006259,0.222120,0.113203,frame_000425
0.005941,0.222120,0.113319,frame_000426
0.005224,0.222120,0.113455,frame_000427
0.004088,0.222120,0.113614,frame_000428
0.002969,0.222120,0.113777,frame_000429
0.001930,0.222120,0.113940,frame_000430
0.001041,0.222120,0.114103,frame_000431
0.000373,0.222120,0.114261,frame_000432
0.000000,0.222120,0.114414,frame_000433
0.000000,0.222120,0.114558,frame_000434
0.000000,0.222120,0.114722,frame_000435
0.000000,0.222120,0.114910,frame_000436
0.000000,0.222120,0.115125,frame_000437
0.000000,0.222120,0.115354,frame_000438
0.000000,0.222120,0.115590,frame_000439
0.000000,0.222120,0.115828,frame_000440
0.000000,0.222120,0.116071,frame_000441
0.000000,0.222120,0.116325,frame_000442
0.000000,0.222120,0.116595,frame_000443
0.000000,0.222120,0.116885,frame_000444
0.000000,0.222120,0.117200,frame_000445
0.000000,0.222120,0.117545,frame_000446
0.000000,0.222120,0.117899,frame_000447
0.000000,0.222120,0.118258,frame_000448
0.000000,0.222120,0.118617,frame_000449
0.000000,0.222120,0.118971,frame_000450
0.000000,0.222120,0.119315,frame_000451
0.000000,0.222120,0.119645,frame_000452
0.000000,0.222120,0.119954,frame_000453
0.000000,0.222120,0.120238,frame_000454
0.000000,0.222120,0.120492,frame_000455
0.000000,0.222120,0.120709,frame_000456
0.000000,0.222120,0.120884,frame_000457
0.000000,0.222120,0.121011,frame_000458
0.000000,0.222120,0.121154,frame_000459
0.000000,0.222120,0.121321,frame_000460
0.000000,0.222120,0.121519,frame_000461
0.000000,0.222120,0.121712,frame_000462
0.000000,0.222120,0.121900,frame_000463
0.000000,0.222120,0.122083,frame_000464
0.000000,0.222120,0.122262,frame_000465
0.000000,0.222120,0.122437,frame_000466
0.000000,0.222120,0.122608,frame_000467
0.000000,0.222120,0.122775,frame_000468
0.000000,0.222120,0.122939,frame_000469
0.000000,0.222120,0.123101,frame_000470
0.000000,0.222120,0.123263,frame_000471
0.000000,0.222120,0.123424,frame_000472
0.000000,0.222120,0.123581,frame_000473
0.000000,0.222120,0.123733,frame_000474
0.000000,0.222120,0.123878,frame_000475
0.000000,0.222120,0.124014,frame_000476
0.000000,0.222120,0.124143,frame_000477
0.000000,0.222120,0.124264,frame_000478
0.000000,0.222120,0.124382,frame_000479
0.000000,0.222120,0.124496,frame_000480
0.000000,0.222120,0.124604,frame_000481
0.000000,0.222120,0.124704,frame_000482
0.000000,0.222120,0.124794,frame_000483
0.000000,0.222120,0.124873,frame_000484
0.000000,0.222120,0.124942,frame_000485
0.000000,0.222120,0.124999,frame_000486
0.000000,0.222120,0.125043,frame_000487
0.000000,0.222120,0.125073,frame_000488
0.000000,0.222120,0.125069,frame_000489
0.000000,0.222120,0.125027,frame_000490
0.000000,0.222120,0.124942,frame_000491
0.000000,0.222120,0.124839,frame_000492
0.000000,0.222120,0.124717,frame_000493
0.000000,0.222120,0.124578,frame_000494
0.000000,0.222120,0.124423,frame_000495
0.000000,0.222120,0.124254,frame_000496
0.000000,0.222120,0.124073,frame_000497
0.000000,0.222120,0.123868,frame_000498
0.000000,0.222120,0.123637,frame_000499
0.000000,0.222120,0.123381,frame_000500
0.000000,0.222120,0.123100,frame_000501
0.000000,0.222120,0.122793,frame_000502
0.000000,0.222120,0.122462,frame_000503
0.000000,0.222120,0.122106,frame_000504
0.000000,0.222120,0.121725,frame_000505
0.000000,0.222120,0.121311,frame_000506
0.000000,0.222120,0.120865,frame_000507
0.000000,0.222120,0.120390,frame_000508
0.000000,0.222120,0.119891,frame_000509
0.000000,0.222120,0.119370,frame_000510
0.000000,0.222120,0.118830,frame_000511
0.000000,0.222120,0.118266,frame_000512
0.000000,0.222120,0.117683,frame_000513
0.000000,0.222120,0.117085,frame_000514
0.000000,0.222120,0.116479,frame_000515
0.000000,0.222120,0.115869,frame_000516
0.000000,0.222120,0.115260,frame_000517
0.000000,0.222120,0.114657,frame_000518
0.000000,0.222120,0.114065,frame_000519
0.000000,0.222120,0.113490,frame_000520
0.000000,0.222120,0.112935,frame_000521
0.000000,0.222120,0.112398,frame_000522
0.000000,0.222120,0.111879,frame_000523
0.000000,0.222120,0.111397,frame_000524
0.000000,0.222120,0.110951,frame_000525
0.000000,0.222120,0.110541,frame_000526
0.000000,0.222120,0.110168,frame_000527
0.000000,0.222120,0.109832,frame_000528
0.000000,0.222120,0.109532,frame_000529
0.000000,0.222120,0.109262,frame_000530
0.000000,0.222120,0.109020,frame_000531
0.000000,0.222120,0.108804,frame_000532
0.000000,0.222120,0.108585,frame_000533
0.000000,0.222120,0.108368,frame_000534
0.000000,0.222120,0.108157,frame_000535
0.000000,0.222120,0.107953,frame_000536
0.000000,0.222120,0.107761,frame_000537
0.000000,0.222120,0.107582,frame_000538
0.000000,0.222120,0.107420,frame_000539
0.000000,0.222120,0.107276,frame_000540
0.000000,0.222120,0.107154,frame_000541
0.000000,0.222120,0.107055,frame_000542
0.000000,0.222120,0.106980,frame_000543
0.000000,0.222120,0.106930,frame_000544
0.000000,0.222120,0.106908,frame_000545
0.000000,0.222120,0.106912,frame_000546
0.000000,0.222120,0.106944,frame_000547
0.000000,0.222120,0.107003,frame_000548
0.000000,0.222120,0.107090,frame_000549
0.000000,0.222120,0.107203,frame_000550
0.000000,0.222120,0.107343,frame_000551
0.000000,0.222120,0.107507,frame_000552
0.000000,0.222120,0.107694,frame_000553
0.000000,0.222120,0.107904,frame_000554
0.000000,0.222120,0.108133,frame_000555
0.000000,0.222120,0.108379,frame_000556
0.000000,0.222120,0.108653,frame_000557
0.000000,0.222120,0.108955,frame_000558
0.000000,0.222120,0.109283,frame_000559
0.000000,0.222120,0.109637,frame_000560
0.000000,0.222120,0.110016,frame_000561
0.000000,0.222120,0.110418,frame_000562
0.000000,0.222120,0.110854,frame_000563
0.000000,0.222120,0.111322,frame_000564
0.000000,0.222120,0.111824,frame_000565
0.000000,0.222120,0.112361,frame_000566
0.000000,0.222120,0.112932,frame_000567
0.000000,0.222120,0.113538,frame_000568
0.000000,0.222120,0.114186,frame_000569
0.000000,0.222120,0.114874,frame_000570
0.000000,0.222120,0.115599,frame_000571
0.000000,0.222120,0.116412,frame_000572
0.000000,0.222120,0.117299,frame_000573
0.000000,0.222120,0.118246,frame_000574
0.000000,0.222120,0.119189,frame_000575
0.000000,0.222120,0.120120,frame_000576
0.000000,0.222120,0.121031,frame_000577
0.000000,0.222120,0.121913,frame_000578
0.000000,0.222120,0.122759,frame_000579
0.000000,0.222120,0.123559,frame_000580
0.000000,0.222120,0.124310,frame_000581
0.000000,0.222120,0.125001,frame_000582
0.000000,0.222120,0.125625,frame_000583
0.000000,0.222120,0.126207,frame_000584
0.000000,0.222120,0.126744,frame_000585
0.000000,0.222120,0.127236,frame_000586
0.000000,0.222120,0.127679,frame_000587
0.000000,0.222120,0.128072,frame_000588
0.000000,0.222120,0.128415,frame_000589
0.000000,0.222120,0.128706,frame_000590
0.000000,0.222120,0.128945,frame_000591
0.000000,0.222120,0.129130,frame_000592
0.000000,0.222120,0.129263,frame_000593
0.000000,0.222120,0.129342,frame_000594
0.000000,0.222120,0.129369,frame_000595
0.000000,0.222120,0.129343,frame_000596
0.000000,0.222120,0.129266,frame_000597
0.000000,0.222120,0.129140,frame_000598
0.000000,0.222120,0.128964,frame_000599
0.000000,0.222120,0.128742,frame_000600
0.000000,0.222120,0.128474,frame_000601
0.000000,0.222120,0.128163,frame_000602
0.000000,0.222120,0.127812,frame_000603
0.000000,0.222120,0.127423,frame_000604
0.000000,0.222120,0.127000,frame_000605
0.000000,0.222120,0.126545,frame_000606
0.000000,0.222120,0.126061,frame_000607
0.000000,0.222120,0.125554,frame_000608
0.000000,0.222120,0.125026,frame_000609
0.000000,0.222120,0.124483,frame_000610
0.000000,0.222120,0.123928,frame_000611
0.000000,0.222120,0.123367,frame_000612
0.000000,0.222120,0.122804,frame_000613
0.000000,0.222120,0.122245,frame_000614
0.000000,0.222120,0.121696,frame_000615
0.000000,0.222120,0.121162,frame_000616
0.000000,0.222120,0.120647,frame_000617
0.000000,0.222120,0.120159,frame_000618
0.000000,0.222120,0.119702,frame_000619
0.000000,0.222120,0.119273,frame_000620
0.000000,0.222120,0.118877,frame_000621
0.000000,0.222120,0.118518,frame_000622
0.000000,0.222120,0.118136,frame_000623
0.000000,0.222120,0.117726,frame_000624
0.000000,0.222120,0.117280,frame_000625
0.000000,0.222120,0.116835,frame_000626
0.000000,0.222120,0.116389,frame_000627
0.000000,0.222120,0.115945,frame_000628
0.000000,0.222120,0.115518,frame_000629
0.000000,0.222120,0.115104,frame_000630
0.000000,0.222120,0.114703,frame_000631
0.000000,0.222120,0.114307,frame_000632
0.000000,0.222120,0.113914,frame_000633
0.000000,0.222120,0.113522,frame_000634
0.000000,0.222120,0.113084,frame_000635
0.000000,0.222120,0.112607,frame_000636
0.000000,0.222120,0.112097,frame_000637
0.000000,0.222120,0.111569,frame_000638
0.000000,0.222120,0.111028,frame_000639
0.000000,0.222120,0.110479,frame_000640
0.000000,0.222120,0.110001,frame_000641
0.000000,0.222120,0.109583,frame_000642
0.000000,0.222120,0.109212,frame_000643
0.000000,0.222120,0.108878,frame_000644
0.000000,0.222120,0.108570,frame_000645
0.000000,0.222120,0.108277,frame_000646
0.000000,0.222120,0.107990,frame_000647
